model,norm_type,bootstrap_num,disease,F1,dataset
xresnet1d101,minmax,4,sinus tachycardia,0.9166666666666666,ChapmanShaoxing
xresnet1d101,minmax,5,sinus tachycardia,0.9423728813559324,ChapmanShaoxing
xresnet1d101,minmax,6,sinus tachycardia,0.9302325581395348,ChapmanShaoxing
xresnet1d101,minmax,7,sinus tachycardia,0.9328859060402684,ChapmanShaoxing
xresnet1d101,minmax,8,sinus tachycardia,0.9263157894736842,ChapmanShaoxing
xresnet1d101,minmax,9,sinus tachycardia,0.9533333333333333,ChapmanShaoxing
xresnet1d101,minmax,10,sinus tachycardia,0.9337979094076656,ChapmanShaoxing
xresnet1d101,minmax,11,sinus tachycardia,0.9250814332247556,ChapmanShaoxing
xresnet1d101,minmax,12,sinus tachycardia,0.9517241379310344,ChapmanShaoxing
xresnet1d101,minmax,13,sinus tachycardia,0.9257950530035336,ChapmanShaoxing
xresnet1d101,minmax,14,sinus tachycardia,0.9324324324324326,ChapmanShaoxing
xresnet1d101,minmax,15,sinus tachycardia,0.9204152249134948,ChapmanShaoxing
xresnet1d101,minmax,16,sinus tachycardia,0.9387755102040818,ChapmanShaoxing
xresnet1d101,minmax,17,sinus tachycardia,0.9306930693069309,ChapmanShaoxing
xresnet1d101,minmax,18,sinus tachycardia,0.9494949494949496,ChapmanShaoxing
xresnet1d101,minmax,19,sinus tachycardia,0.9463087248322148,ChapmanShaoxing
inception,raw,0,supraventricular tachycardia,0.7563025210084033,ChapmanShaoxing
inception,raw,1,supraventricular tachycardia,0.7967479674796747,ChapmanShaoxing
inception,raw,2,supraventricular tachycardia,0.7394957983193277,ChapmanShaoxing
inception,raw,3,supraventricular tachycardia,0.784,ChapmanShaoxing
inception,raw,4,supraventricular tachycardia,0.8135593220338982,ChapmanShaoxing
inception,raw,5,supraventricular tachycardia,0.8333333333333333,ChapmanShaoxing
inception,raw,6,supraventricular tachycardia,0.7499999999999999,ChapmanShaoxing
inception,raw,7,supraventricular tachycardia,0.7499999999999999,ChapmanShaoxing
inception,raw,8,supraventricular tachycardia,0.817391304347826,ChapmanShaoxing
inception,raw,9,supraventricular tachycardia,0.7899159663865546,ChapmanShaoxing
inception,raw,10,supraventricular tachycardia,0.787878787878788,ChapmanShaoxing
inception,raw,11,supraventricular tachycardia,0.8067226890756303,ChapmanShaoxing
inception,raw,12,supraventricular tachycardia,0.8031496062992125,ChapmanShaoxing
inception,raw,13,supraventricular tachycardia,0.8,ChapmanShaoxing
inception,raw,14,supraventricular tachycardia,0.7868852459016392,ChapmanShaoxing
inception,raw,15,supraventricular tachycardia,0.7857142857142857,ChapmanShaoxing
inception,raw,16,supraventricular tachycardia,0.7580645161290323,ChapmanShaoxing
inception,raw,17,supraventricular tachycardia,0.7586206896551724,ChapmanShaoxing
inception,raw,18,supraventricular tachycardia,0.7636363636363637,ChapmanShaoxing
inception,raw,19,supraventricular tachycardia,0.7933884297520661,ChapmanShaoxing
inception,minmax,0,supraventricular tachycardia,0.8153846153846154,ChapmanShaoxing
inception,minmax,1,supraventricular tachycardia,0.8130081300813008,ChapmanShaoxing
inception,minmax,2,supraventricular tachycardia,0.802919708029197,ChapmanShaoxing
inception,minmax,3,supraventricular tachycardia,0.7787610619469026,ChapmanShaoxing
inception,minmax,4,supraventricular tachycardia,0.7966101694915254,ChapmanShaoxing
inception,minmax,5,supraventricular tachycardia,0.802919708029197,ChapmanShaoxing
inception,minmax,6,supraventricular tachycardia,0.8225806451612904,ChapmanShaoxing
inception,minmax,7,supraventricular tachycardia,0.7777777777777778,ChapmanShaoxing
inception,minmax,8,supraventricular tachycardia,0.7851851851851852,ChapmanShaoxing
inception,minmax,9,supraventricular tachycardia,0.7155963302752295,ChapmanShaoxing
inception,minmax,10,supraventricular tachycardia,0.7704918032786885,ChapmanShaoxing
inception,minmax,11,supraventricular tachycardia,0.7758620689655172,ChapmanShaoxing
inception,minmax,12,supraventricular tachycardia,0.7804878048780488,ChapmanShaoxing
inception,minmax,13,supraventricular tachycardia,0.8201438848920862,ChapmanShaoxing
inception,minmax,14,supraventricular tachycardia,0.7819548872180451,ChapmanShaoxing
inception,minmax,15,supraventricular tachycardia,0.829268292682927,ChapmanShaoxing
inception,minmax,16,supraventricular tachycardia,0.7627118644067797,ChapmanShaoxing
inception,minmax,17,supraventricular tachycardia,0.85,ChapmanShaoxing
inception,minmax,18,supraventricular tachycardia,0.7938931297709924,ChapmanShaoxing
inception,minmax,19,supraventricular tachycardia,0.7678571428571429,ChapmanShaoxing
minirocket,raw,0,supraventricular tachycardia,0.6842105263157895,ChapmanShaoxing
minirocket,raw,1,supraventricular tachycardia,0.7567567567567568,ChapmanShaoxing
minirocket,raw,2,supraventricular tachycardia,0.7037037037037038,ChapmanShaoxing
minirocket,raw,3,supraventricular tachycardia,0.8062015503875968,ChapmanShaoxing
minirocket,raw,4,supraventricular tachycardia,0.7758620689655172,ChapmanShaoxing
minirocket,raw,5,supraventricular tachycardia,0.7666666666666666,ChapmanShaoxing
minirocket,raw,6,supraventricular tachycardia,0.6545454545454545,ChapmanShaoxing
minirocket,raw,7,supraventricular tachycardia,0.7704918032786885,ChapmanShaoxing
minirocket,raw,8,supraventricular tachycardia,0.7716535433070867,ChapmanShaoxing
minirocket,raw,9,supraventricular tachycardia,0.7666666666666666,ChapmanShaoxing
minirocket,raw,10,supraventricular tachycardia,0.7768595041322314,ChapmanShaoxing
minirocket,raw,11,supraventricular tachycardia,0.5957446808510639,ChapmanShaoxing
minirocket,raw,12,supraventricular tachycardia,0.7130434782608696,ChapmanShaoxing
minirocket,raw,13,supraventricular tachycardia,0.7681159420289856,ChapmanShaoxing
minirocket,raw,14,supraventricular tachycardia,0.7543859649122806,ChapmanShaoxing
minirocket,raw,15,supraventricular tachycardia,0.7636363636363637,ChapmanShaoxing
minirocket,raw,16,supraventricular tachycardia,0.7401574803149605,ChapmanShaoxing
minirocket,raw,17,supraventricular tachycardia,0.6122448979591837,ChapmanShaoxing
minirocket,raw,18,supraventricular tachycardia,0.7833333333333333,ChapmanShaoxing
minirocket,raw,19,supraventricular tachycardia,0.7027027027027027,ChapmanShaoxing
minirocket,minmax,0,supraventricular tachycardia,0.7304347826086957,ChapmanShaoxing
minirocket,minmax,1,supraventricular tachycardia,0.7272727272727273,ChapmanShaoxing
minirocket,minmax,2,supraventricular tachycardia,0.7368421052631579,ChapmanShaoxing
minirocket,minmax,3,supraventricular tachycardia,0.7424242424242424,ChapmanShaoxing
minirocket,minmax,4,supraventricular tachycardia,0.7179487179487181,ChapmanShaoxing
minirocket,minmax,5,supraventricular tachycardia,0.7586206896551724,ChapmanShaoxing
minirocket,minmax,6,supraventricular tachycardia,0.8130081300813008,ChapmanShaoxing
minirocket,minmax,7,supraventricular tachycardia,0.6122448979591837,ChapmanShaoxing
minirocket,minmax,8,supraventricular tachycardia,0.7547169811320755,ChapmanShaoxing
minirocket,minmax,9,supraventricular tachycardia,0.7413793103448276,ChapmanShaoxing
minirocket,minmax,10,supraventricular tachycardia,0.7704918032786885,ChapmanShaoxing
minirocket,minmax,11,supraventricular tachycardia,0.7521367521367521,ChapmanShaoxing
minirocket,minmax,12,supraventricular tachycardia,0.7350427350427351,ChapmanShaoxing
minirocket,minmax,13,supraventricular tachycardia,0.7500000000000001,ChapmanShaoxing
minirocket,minmax,14,supraventricular tachycardia,0.7603305785123967,ChapmanShaoxing
minirocket,minmax,15,supraventricular tachycardia,0.7037037037037038,ChapmanShaoxing
minirocket,minmax,16,supraventricular tachycardia,0.6666666666666666,ChapmanShaoxing
minirocket,minmax,17,supraventricular tachycardia,0.7130434782608696,ChapmanShaoxing
minirocket,minmax,18,supraventricular tachycardia,0.6666666666666666,ChapmanShaoxing
minirocket,minmax,19,supraventricular tachycardia,0.3636363636363636,ChapmanShaoxing
xresnet1d101,raw,0,supraventricular tachycardia,0.7256637168141593,ChapmanShaoxing
xresnet1d101,raw,1,supraventricular tachycardia,0.8333333333333333,ChapmanShaoxing
xresnet1d101,raw,2,supraventricular tachycardia,0.8524590163934426,ChapmanShaoxing
xresnet1d101,raw,3,supraventricular tachycardia,0.8188976377952757,ChapmanShaoxing
xresnet1d101,raw,4,supraventricular tachycardia,0.7812500000000001,ChapmanShaoxing
xresnet1d101,raw,5,supraventricular tachycardia,0.8205128205128205,ChapmanShaoxing
xresnet1d101,raw,6,supraventricular tachycardia,0.8,ChapmanShaoxing
xresnet1d101,raw,7,supraventricular tachycardia,0.8153846153846154,ChapmanShaoxing
xresnet1d101,raw,8,supraventricular tachycardia,0.7833333333333333,ChapmanShaoxing
xresnet1d101,raw,9,supraventricular tachycardia,0.7719298245614035,ChapmanShaoxing
xresnet1d101,raw,10,supraventricular tachycardia,0.8396946564885497,ChapmanShaoxing
xresnet1d101,raw,11,supraventricular tachycardia,0.7678571428571429,ChapmanShaoxing
xresnet1d101,raw,12,supraventricular tachycardia,0.84375,ChapmanShaoxing
xresnet1d101,raw,13,supraventricular tachycardia,0.8387096774193549,ChapmanShaoxing
xresnet1d101,raw,14,supraventricular tachycardia,0.7522935779816513,ChapmanShaoxing
xresnet1d101,raw,15,supraventricular tachycardia,0.8548387096774194,ChapmanShaoxing
xresnet1d101,raw,16,supraventricular tachycardia,0.8064516129032259,ChapmanShaoxing
xresnet1d101,raw,17,supraventricular tachycardia,0.7894736842105263,ChapmanShaoxing
xresnet1d101,raw,18,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
xresnet1d101,raw,19,supraventricular tachycardia,0.6792452830188679,ChapmanShaoxing
xresnet1d101,minmax,0,supraventricular tachycardia,0.829268292682927,ChapmanShaoxing
xresnet1d101,minmax,1,supraventricular tachycardia,0.8527131782945736,ChapmanShaoxing
xresnet1d101,minmax,2,supraventricular tachycardia,0.8264462809917356,ChapmanShaoxing
xresnet1d101,minmax,3,supraventricular tachycardia,0.8529411764705883,ChapmanShaoxing
xresnet1d101,minmax,4,supraventricular tachycardia,0.7521367521367521,ChapmanShaoxing
xresnet1d101,minmax,5,supraventricular tachycardia,0.85,ChapmanShaoxing
xresnet1d101,minmax,6,supraventricular tachycardia,0.816,ChapmanShaoxing
xresnet1d101,minmax,7,supraventricular tachycardia,0.8067226890756303,ChapmanShaoxing
xresnet1d101,minmax,8,supraventricular tachycardia,0.8270676691729323,ChapmanShaoxing
xresnet1d101,minmax,9,supraventricular tachycardia,0.8548387096774194,ChapmanShaoxing
xresnet1d101,minmax,10,supraventricular tachycardia,0.8031496062992125,ChapmanShaoxing
xresnet1d101,minmax,11,supraventricular tachycardia,0.8319999999999999,ChapmanShaoxing
xresnet1d101,minmax,12,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
xresnet1d101,minmax,13,supraventricular tachycardia,0.8527131782945736,ChapmanShaoxing
xresnet1d101,minmax,14,supraventricular tachycardia,0.8372093023255813,ChapmanShaoxing
xresnet1d101,minmax,15,supraventricular tachycardia,0.7758620689655172,ChapmanShaoxing
xresnet1d101,minmax,16,supraventricular tachycardia,0.7499999999999999,ChapmanShaoxing
xresnet1d101,minmax,17,supraventricular tachycardia,0.8549618320610688,ChapmanShaoxing
xresnet1d101,minmax,18,supraventricular tachycardia,0.84375,ChapmanShaoxing
xresnet1d101,minmax,19,supraventricular tachycardia,0.7586206896551724,ChapmanShaoxing
inception,raw,0,t wave abnormal,0.6618705035971223,ChapmanShaoxing
inception,raw,1,t wave abnormal,0.6521739130434783,ChapmanShaoxing
inception,raw,2,t wave abnormal,0.6958762886597939,ChapmanShaoxing
inception,raw,3,t wave abnormal,0.7150537634408604,ChapmanShaoxing
inception,raw,4,t wave abnormal,0.6961651917404129,ChapmanShaoxing
inception,raw,5,t wave abnormal,0.7277628032345014,ChapmanShaoxing
inception,raw,6,t wave abnormal,0.7082152974504249,ChapmanShaoxing
inception,raw,7,t wave abnormal,0.6788990825688074,ChapmanShaoxing
inception,raw,8,t wave abnormal,0.7231638418079096,ChapmanShaoxing
inception,raw,9,t wave abnormal,0.6871508379888268,ChapmanShaoxing
inception,raw,10,t wave abnormal,0.6477987421383649,ChapmanShaoxing
inception,raw,11,t wave abnormal,0.642384105960265,ChapmanShaoxing
inception,raw,12,t wave abnormal,0.6601307189542484,ChapmanShaoxing
inception,raw,13,t wave abnormal,0.6878306878306877,ChapmanShaoxing
inception,raw,14,t wave abnormal,0.7108433734939757,ChapmanShaoxing
inception,raw,15,t wave abnormal,0.6647058823529411,ChapmanShaoxing
inception,raw,16,t wave abnormal,0.7073170731707318,ChapmanShaoxing
inception,raw,17,t wave abnormal,0.6931818181818181,ChapmanShaoxing
inception,raw,18,t wave abnormal,0.7033639143730887,ChapmanShaoxing
inception,raw,19,t wave abnormal,0.6498422712933754,ChapmanShaoxing
inception,minmax,0,t wave abnormal,0.6883468834688347,ChapmanShaoxing
inception,minmax,1,t wave abnormal,0.4609374999999999,ChapmanShaoxing
inception,minmax,2,t wave abnormal,0.6748466257668712,ChapmanShaoxing
inception,minmax,3,t wave abnormal,0.6917293233082705,ChapmanShaoxing
inception,minmax,4,t wave abnormal,0.6366197183098592,ChapmanShaoxing
inception,minmax,5,t wave abnormal,0.663013698630137,ChapmanShaoxing
inception,minmax,6,t wave abnormal,0.6836734693877551,ChapmanShaoxing
inception,minmax,7,t wave abnormal,0.6790697674418605,ChapmanShaoxing
inception,minmax,8,t wave abnormal,0.6367713004484306,ChapmanShaoxing
inception,minmax,9,t wave abnormal,0.6287425149700598,ChapmanShaoxing
inception,minmax,10,t wave abnormal,0.6230529595015576,ChapmanShaoxing
inception,minmax,11,t wave abnormal,0.5750000000000001,ChapmanShaoxing
inception,minmax,12,t wave abnormal,0.7123287671232877,ChapmanShaoxing
inception,minmax,13,t wave abnormal,0.6939890710382512,ChapmanShaoxing
inception,minmax,14,t wave abnormal,0.6404833836858006,ChapmanShaoxing
inception,minmax,15,t wave abnormal,0.7183462532299741,ChapmanShaoxing
inception,minmax,16,t wave abnormal,0.6477272727272727,ChapmanShaoxing
inception,minmax,17,t wave abnormal,0.6685393258426966,ChapmanShaoxing
inception,minmax,18,t wave abnormal,0.6580645161290323,ChapmanShaoxing
inception,minmax,19,t wave abnormal,0.6330532212885154,ChapmanShaoxing
minirocket,raw,0,t wave abnormal,0.6515580736543909,ChapmanShaoxing
minirocket,raw,1,t wave abnormal,0.6971428571428572,ChapmanShaoxing
minirocket,raw,2,t wave abnormal,0.6397694524495676,ChapmanShaoxing
minirocket,raw,3,t wave abnormal,0.6850828729281768,ChapmanShaoxing
minirocket,raw,4,t wave abnormal,0.6624605678233438,ChapmanShaoxing
minirocket,raw,5,t wave abnormal,0.6686217008797654,ChapmanShaoxing
minirocket,raw,6,t wave abnormal,0.6424242424242426,ChapmanShaoxing
minirocket,raw,7,t wave abnormal,0.6280487804878049,ChapmanShaoxing
minirocket,raw,8,t wave abnormal,0.6432748538011697,ChapmanShaoxing
minirocket,raw,9,t wave abnormal,0.6586102719033232,ChapmanShaoxing
minirocket,raw,10,t wave abnormal,0.6504559270516718,ChapmanShaoxing
minirocket,raw,11,t wave abnormal,0.6285714285714286,ChapmanShaoxing
minirocket,raw,12,t wave abnormal,0.6705882352941176,ChapmanShaoxing
minirocket,raw,13,t wave abnormal,0.593939393939394,ChapmanShaoxing
minirocket,raw,14,t wave abnormal,0.6472303206997084,ChapmanShaoxing
minirocket,raw,15,t wave abnormal,0.574585635359116,ChapmanShaoxing
minirocket,raw,16,t wave abnormal,0.6258064516129033,ChapmanShaoxing
minirocket,raw,17,t wave abnormal,0.6685552407932012,ChapmanShaoxing
minirocket,raw,18,t wave abnormal,0.6186186186186187,ChapmanShaoxing
minirocket,raw,19,t wave abnormal,0.6361031518624641,ChapmanShaoxing
minirocket,minmax,0,t wave abnormal,0.6303030303030301,ChapmanShaoxing
minirocket,minmax,1,t wave abnormal,0.712707182320442,ChapmanShaoxing
minirocket,minmax,2,t wave abnormal,0.6264367816091954,ChapmanShaoxing
minirocket,minmax,3,t wave abnormal,0.6759776536312849,ChapmanShaoxing
minirocket,minmax,4,t wave abnormal,0.688,ChapmanShaoxing
minirocket,minmax,5,t wave abnormal,0.6794520547945206,ChapmanShaoxing
minirocket,minmax,6,t wave abnormal,0.6801152737752161,ChapmanShaoxing
minirocket,minmax,7,t wave abnormal,0.6415094339622641,ChapmanShaoxing
minirocket,minmax,8,t wave abnormal,0.6626865671641792,ChapmanShaoxing
minirocket,minmax,9,t wave abnormal,0.7078651685393259,ChapmanShaoxing
minirocket,minmax,10,t wave abnormal,0.6547619047619048,ChapmanShaoxing
minirocket,minmax,11,t wave abnormal,0.7036011080332409,ChapmanShaoxing
minirocket,minmax,12,t wave abnormal,0.6572237960339943,ChapmanShaoxing
minirocket,minmax,13,t wave abnormal,0.6739130434782609,ChapmanShaoxing
minirocket,minmax,14,t wave abnormal,0.6606606606606606,ChapmanShaoxing
minirocket,minmax,15,t wave abnormal,0.660968660968661,ChapmanShaoxing
minirocket,minmax,16,t wave abnormal,0.6498599439775911,ChapmanShaoxing
minirocket,minmax,17,t wave abnormal,0.6646525679758308,ChapmanShaoxing
minirocket,minmax,18,t wave abnormal,0.6725663716814159,ChapmanShaoxing
minirocket,minmax,19,t wave abnormal,0.6510263929618768,ChapmanShaoxing
xresnet1d101,raw,0,t wave abnormal,0.6022727272727272,ChapmanShaoxing
xresnet1d101,raw,1,t wave abnormal,0.681592039800995,ChapmanShaoxing
xresnet1d101,raw,2,t wave abnormal,0.6875,ChapmanShaoxing
xresnet1d101,raw,3,t wave abnormal,0.6683804627249358,ChapmanShaoxing
xresnet1d101,raw,4,t wave abnormal,0.6066666666666667,ChapmanShaoxing
xresnet1d101,raw,5,t wave abnormal,0.6876790830945559,ChapmanShaoxing
xresnet1d101,raw,6,t wave abnormal,0.7154929577464788,ChapmanShaoxing
xresnet1d101,raw,7,t wave abnormal,0.707379134860051,ChapmanShaoxing
xresnet1d101,raw,8,t wave abnormal,0.69375,ChapmanShaoxing
xresnet1d101,raw,9,t wave abnormal,0.6849315068493151,ChapmanShaoxing
xresnet1d101,raw,10,t wave abnormal,0.6112956810631229,ChapmanShaoxing
xresnet1d101,raw,11,t wave abnormal,0.692063492063492,ChapmanShaoxing
xresnet1d101,raw,12,t wave abnormal,0.6586826347305389,ChapmanShaoxing
xresnet1d101,raw,13,t wave abnormal,0.6706948640483383,ChapmanShaoxing
xresnet1d101,raw,14,t wave abnormal,0.6784660766961652,ChapmanShaoxing
xresnet1d101,raw,15,t wave abnormal,0.6543209876543209,ChapmanShaoxing
xresnet1d101,raw,16,t wave abnormal,0.5930599369085173,ChapmanShaoxing
xresnet1d101,raw,17,t wave abnormal,0.6720430107526882,ChapmanShaoxing
xresnet1d101,raw,18,t wave abnormal,0.6424242424242426,ChapmanShaoxing
xresnet1d101,raw,19,t wave abnormal,0.611842105263158,ChapmanShaoxing
xresnet1d101,minmax,0,t wave abnormal,0.6980609418282548,ChapmanShaoxing
xresnet1d101,minmax,1,t wave abnormal,0.6885245901639345,ChapmanShaoxing
xresnet1d101,minmax,2,t wave abnormal,0.6402640264026402,ChapmanShaoxing
xresnet1d101,minmax,3,t wave abnormal,0.5723905723905723,ChapmanShaoxing
xresnet1d101,minmax,4,t wave abnormal,0.6455331412103746,ChapmanShaoxing
xresnet1d101,minmax,5,t wave abnormal,0.7055555555555555,ChapmanShaoxing
xresnet1d101,minmax,6,t wave abnormal,0.5492957746478873,ChapmanShaoxing
xresnet1d101,minmax,7,t wave abnormal,0.581039755351682,ChapmanShaoxing
xresnet1d101,minmax,8,t wave abnormal,0.7125890736342042,ChapmanShaoxing
xresnet1d101,minmax,9,t wave abnormal,0.6188925081433224,ChapmanShaoxing
xresnet1d101,minmax,10,t wave abnormal,0.6064516129032258,ChapmanShaoxing
xresnet1d101,minmax,11,t wave abnormal,0.7052023121387283,ChapmanShaoxing
xresnet1d101,minmax,12,t wave abnormal,0.6522911051212938,ChapmanShaoxing
xresnet1d101,minmax,13,t wave abnormal,0.6923076923076924,ChapmanShaoxing
xresnet1d101,minmax,14,t wave abnormal,0.659217877094972,ChapmanShaoxing
xresnet1d101,minmax,15,t wave abnormal,0.6056782334384857,ChapmanShaoxing
xresnet1d101,minmax,16,t wave abnormal,0.6257309941520468,ChapmanShaoxing
xresnet1d101,minmax,17,t wave abnormal,0.6357615894039735,ChapmanShaoxing
xresnet1d101,minmax,18,t wave abnormal,0.6848072562358276,ChapmanShaoxing
xresnet1d101,minmax,19,t wave abnormal,0.5780730897009967,ChapmanShaoxing
inception,raw,0,1st degree av block,0.8194444444444444,CPSC2018
inception,raw,1,1st degree av block,0.8148148148148148,CPSC2018
inception,raw,2,1st degree av block,0.8296296296296297,CPSC2018
inception,raw,3,1st degree av block,0.8428571428571429,CPSC2018
inception,raw,4,1st degree av block,0.8270676691729324,CPSC2018
inception,raw,5,1st degree av block,0.8467153284671534,CPSC2018
inception,raw,6,1st degree av block,0.8333333333333333,CPSC2018
inception,raw,7,1st degree av block,0.8137931034482757,CPSC2018
inception,raw,8,1st degree av block,0.8163265306122449,CPSC2018
inception,raw,9,1st degree av block,0.8219178082191781,CPSC2018
inception,raw,10,1st degree av block,0.8181818181818182,CPSC2018
inception,raw,11,1st degree av block,0.822695035460993,CPSC2018
inception,raw,12,1st degree av block,0.8082191780821917,CPSC2018
inception,raw,13,1st degree av block,0.8461538461538461,CPSC2018
inception,raw,14,1st degree av block,0.8345323741007195,CPSC2018
inception,raw,15,1st degree av block,0.803030303030303,CPSC2018
inception,raw,16,1st degree av block,0.8467153284671534,CPSC2018
inception,raw,17,1st degree av block,0.8111888111888111,CPSC2018
inception,raw,18,1st degree av block,0.8251748251748252,CPSC2018
inception,raw,19,1st degree av block,0.8513513513513514,CPSC2018
inception,minmax,0,1st degree av block,0.823529411764706,CPSC2018
inception,minmax,1,1st degree av block,0.8064516129032259,CPSC2018
inception,minmax,2,1st degree av block,0.8676470588235294,CPSC2018
inception,minmax,3,1st degree av block,0.8085106382978723,CPSC2018
inception,minmax,4,1st degree av block,0.8421052631578948,CPSC2018
inception,minmax,5,1st degree av block,0.8421052631578948,CPSC2018
inception,minmax,6,1st degree av block,0.8142857142857143,CPSC2018
inception,minmax,7,1st degree av block,0.8169014084507044,CPSC2018
inception,minmax,8,1st degree av block,0.8484848484848486,CPSC2018
inception,minmax,9,1st degree av block,0.822695035460993,CPSC2018
inception,minmax,10,1st degree av block,0.6851851851851852,CPSC2018
inception,minmax,11,1st degree av block,0.7819548872180451,CPSC2018
inception,minmax,12,1st degree av block,0.8372093023255813,CPSC2018
inception,minmax,13,1st degree av block,0.8676470588235294,CPSC2018
inception,minmax,14,1st degree av block,0.8368794326241136,CPSC2018
inception,minmax,15,1st degree av block,0.8281250000000001,CPSC2018
inception,minmax,16,1st degree av block,0.832116788321168,CPSC2018
inception,minmax,17,1st degree av block,0.8,CPSC2018
inception,minmax,18,1st degree av block,0.8421052631578948,CPSC2018
inception,minmax,19,1st degree av block,0.832116788321168,CPSC2018
minirocket,raw,0,1st degree av block,0.7702702702702704,CPSC2018
minirocket,raw,1,1st degree av block,0.7769784172661871,CPSC2018
minirocket,raw,2,1st degree av block,0.8405797101449276,CPSC2018
minirocket,raw,3,1st degree av block,0.8201438848920863,CPSC2018
minirocket,raw,4,1st degree av block,0.81203007518797,CPSC2018
minirocket,raw,5,1st degree av block,0.8260869565217392,CPSC2018
minirocket,raw,6,1st degree av block,0.8345323741007195,CPSC2018
minirocket,raw,7,1st degree av block,0.7794117647058824,CPSC2018
minirocket,raw,8,1st degree av block,0.8208955223880597,CPSC2018
minirocket,raw,9,1st degree av block,0.8059701492537314,CPSC2018
minirocket,raw,10,1st degree av block,0.8028169014084506,CPSC2018
minirocket,raw,11,1st degree av block,0.8428571428571429,CPSC2018
minirocket,raw,12,1st degree av block,0.7703703703703704,CPSC2018
minirocket,raw,13,1st degree av block,0.8333333333333334,CPSC2018
minirocket,raw,14,1st degree av block,0.822695035460993,CPSC2018
minirocket,raw,15,1st degree av block,0.857142857142857,CPSC2018
minirocket,raw,16,1st degree av block,0.8405797101449276,CPSC2018
minirocket,raw,17,1st degree av block,0.7692307692307693,CPSC2018
minirocket,raw,18,1st degree av block,0.8175182481751825,CPSC2018
minirocket,raw,19,1st degree av block,0.8450704225352113,CPSC2018
minirocket,minmax,0,1st degree av block,0.7837837837837838,CPSC2018
minirocket,minmax,1,1st degree av block,0.8148148148148148,CPSC2018
minirocket,minmax,2,1st degree av block,0.8169014084507044,CPSC2018
minirocket,minmax,3,1st degree av block,0.7972027972027972,CPSC2018
minirocket,minmax,4,1st degree av block,0.7567567567567569,CPSC2018
minirocket,minmax,5,1st degree av block,0.7761194029850748,CPSC2018
minirocket,minmax,6,1st degree av block,0.8285714285714286,CPSC2018
minirocket,minmax,7,1st degree av block,0.7746478873239437,CPSC2018
minirocket,minmax,8,1st degree av block,0.8181818181818182,CPSC2018
minirocket,minmax,9,1st degree av block,0.728476821192053,CPSC2018
minirocket,minmax,10,1st degree av block,0.7555555555555555,CPSC2018
minirocket,minmax,11,1st degree av block,0.7794117647058824,CPSC2018
minirocket,minmax,12,1st degree av block,0.823529411764706,CPSC2018
minirocket,minmax,13,1st degree av block,0.8405797101449276,CPSC2018
minirocket,minmax,14,1st degree av block,0.7669172932330828,CPSC2018
minirocket,minmax,15,1st degree av block,0.8142857142857143,CPSC2018
minirocket,minmax,16,1st degree av block,0.823529411764706,CPSC2018
minirocket,minmax,17,1st degree av block,0.8428571428571429,CPSC2018
minirocket,minmax,18,1st degree av block,0.8467153284671534,CPSC2018
minirocket,minmax,19,1st degree av block,0.8345323741007195,CPSC2018
xresnet1d101,raw,0,1st degree av block,0.8444444444444444,CPSC2018
xresnet1d101,raw,1,1st degree av block,0.8613138686131387,CPSC2018
xresnet1d101,raw,2,1st degree av block,0.8759124087591241,CPSC2018
xresnet1d101,raw,3,1st degree av block,0.8253968253968255,CPSC2018
xresnet1d101,raw,4,1st degree av block,0.8776978417266188,CPSC2018
xresnet1d101,raw,5,1st degree av block,0.8591549295774648,CPSC2018
xresnet1d101,raw,6,1st degree av block,0.8260869565217392,CPSC2018
xresnet1d101,raw,7,1st degree av block,0.8636363636363636,CPSC2018
xresnet1d101,raw,8,1st degree av block,0.8281250000000001,CPSC2018
xresnet1d101,raw,9,1st degree av block,0.8382352941176471,CPSC2018
xresnet1d101,raw,10,1st degree av block,0.857142857142857,CPSC2018
xresnet1d101,raw,11,1st degree av block,0.8382352941176471,CPSC2018
xresnet1d101,raw,12,1st degree av block,0.8507462686567163,CPSC2018
xresnet1d101,raw,13,1st degree av block,0.8676470588235294,CPSC2018
xresnet1d101,raw,14,1st degree av block,0.8358208955223881,CPSC2018
xresnet1d101,raw,15,1st degree av block,0.8059701492537314,CPSC2018
xresnet1d101,raw,16,1st degree av block,0.832116788321168,CPSC2018
xresnet1d101,raw,17,1st degree av block,0.8676470588235294,CPSC2018
xresnet1d101,raw,18,1st degree av block,0.8776978417266188,CPSC2018
xresnet1d101,raw,19,1st degree av block,0.8358208955223881,CPSC2018
xresnet1d101,minmax,0,1st degree av block,0.84,CPSC2018
xresnet1d101,minmax,1,1st degree av block,0.832116788321168,CPSC2018
xresnet1d101,minmax,2,1st degree av block,0.8531468531468531,CPSC2018
xresnet1d101,minmax,3,1st degree av block,0.8461538461538461,CPSC2018
xresnet1d101,minmax,4,1st degree av block,0.8507462686567163,CPSC2018
xresnet1d101,minmax,5,1st degree av block,0.8740740740740741,CPSC2018
xresnet1d101,minmax,6,1st degree av block,0.8529411764705883,CPSC2018
xresnet1d101,minmax,7,1st degree av block,0.8444444444444444,CPSC2018
xresnet1d101,minmax,8,1st degree av block,0.8358208955223881,CPSC2018
xresnet1d101,minmax,9,1st degree av block,0.8421052631578948,CPSC2018
