disease,F1,model,rate,dataset,bootstrap_num
supraventricular tachycardia,0.7787610619469026,inception,500.0,ChapmanShaoxing,3
supraventricular tachycardia,0.7966101694915254,inception,500.0,ChapmanShaoxing,4
supraventricular tachycardia,0.802919708029197,inception,500.0,ChapmanShaoxing,5
supraventricular tachycardia,0.8225806451612904,inception,500.0,ChapmanShaoxing,6
supraventricular tachycardia,0.7777777777777778,inception,500.0,ChapmanShaoxing,7
supraventricular tachycardia,0.7851851851851852,inception,500.0,ChapmanShaoxing,8
supraventricular tachycardia,0.7155963302752295,inception,500.0,ChapmanShaoxing,9
supraventricular tachycardia,0.7704918032786885,inception,500.0,ChapmanShaoxing,10
supraventricular tachycardia,0.7758620689655172,inception,500.0,ChapmanShaoxing,11
supraventricular tachycardia,0.7804878048780488,inception,500.0,ChapmanShaoxing,12
supraventricular tachycardia,0.8201438848920862,inception,500.0,ChapmanShaoxing,13
supraventricular tachycardia,0.7819548872180451,inception,500.0,ChapmanShaoxing,14
supraventricular tachycardia,0.829268292682927,inception,500.0,ChapmanShaoxing,15
supraventricular tachycardia,0.7627118644067797,inception,500.0,ChapmanShaoxing,16
supraventricular tachycardia,0.85,inception,500.0,ChapmanShaoxing,17
supraventricular tachycardia,0.7938931297709924,inception,500.0,ChapmanShaoxing,18
supraventricular tachycardia,0.7678571428571429,inception,500.0,ChapmanShaoxing,19
t wave abnormal,0.6149253731343285,inception,50.0,ChapmanShaoxing,0
t wave abnormal,0.5907990314769976,inception,50.0,ChapmanShaoxing,1
t wave abnormal,0.6013513513513513,inception,50.0,ChapmanShaoxing,2
t wave abnormal,0.6666666666666666,inception,50.0,ChapmanShaoxing,3
t wave abnormal,0.5895953757225434,inception,50.0,ChapmanShaoxing,4
t wave abnormal,0.5899705014749262,inception,50.0,ChapmanShaoxing,5
t wave abnormal,0.6559999999999999,inception,50.0,ChapmanShaoxing,6
t wave abnormal,0.6361655773420478,inception,50.0,ChapmanShaoxing,7
t wave abnormal,0.6158038147138964,inception,50.0,ChapmanShaoxing,8
t wave abnormal,0.664756446991404,inception,50.0,ChapmanShaoxing,9
t wave abnormal,0.6138613861386139,inception,50.0,ChapmanShaoxing,10
t wave abnormal,0.6647727272727273,inception,50.0,ChapmanShaoxing,11
t wave abnormal,0.6644736842105263,inception,50.0,ChapmanShaoxing,12
t wave abnormal,0.6465256797583082,inception,50.0,ChapmanShaoxing,13
t wave abnormal,0.5684931506849316,inception,50.0,ChapmanShaoxing,14
t wave abnormal,0.6614583333333333,inception,50.0,ChapmanShaoxing,15
t wave abnormal,0.6825396825396826,inception,50.0,ChapmanShaoxing,16
t wave abnormal,0.6199460916442049,inception,50.0,ChapmanShaoxing,17
t wave abnormal,0.6778846153846153,inception,50.0,ChapmanShaoxing,18
t wave abnormal,0.6167664670658682,inception,50.0,ChapmanShaoxing,19
t wave abnormal,0.6440677966101693,inception,125.0,ChapmanShaoxing,0
t wave abnormal,0.6724137931034483,inception,125.0,ChapmanShaoxing,1
t wave abnormal,0.6567164179104477,inception,125.0,ChapmanShaoxing,2
t wave abnormal,0.69377990430622,inception,125.0,ChapmanShaoxing,3
t wave abnormal,0.7043701799485861,inception,125.0,ChapmanShaoxing,4
t wave abnormal,0.5862068965517242,inception,125.0,ChapmanShaoxing,5
t wave abnormal,0.6554621848739497,inception,125.0,ChapmanShaoxing,6
t wave abnormal,0.6614173228346457,inception,125.0,ChapmanShaoxing,7
t wave abnormal,0.6257668711656442,inception,125.0,ChapmanShaoxing,8
t wave abnormal,0.6570605187319885,inception,125.0,ChapmanShaoxing,9
t wave abnormal,0.6906906906906907,inception,125.0,ChapmanShaoxing,10
t wave abnormal,0.6741071428571429,inception,125.0,ChapmanShaoxing,11
t wave abnormal,0.6822157434402333,inception,125.0,ChapmanShaoxing,12
t wave abnormal,0.5894039735099337,inception,125.0,ChapmanShaoxing,13
t wave abnormal,0.6270783847980997,inception,125.0,ChapmanShaoxing,14
t wave abnormal,0.6686046511627907,inception,125.0,ChapmanShaoxing,15
t wave abnormal,0.6506024096385542,inception,125.0,ChapmanShaoxing,16
t wave abnormal,0.6933333333333335,inception,125.0,ChapmanShaoxing,17
t wave abnormal,0.6983240223463686,inception,125.0,ChapmanShaoxing,18
t wave abnormal,0.6877828054298643,inception,125.0,ChapmanShaoxing,19
t wave abnormal,0.5796178343949044,inception,250.0,ChapmanShaoxing,0
t wave abnormal,0.6254071661237786,inception,250.0,ChapmanShaoxing,1
t wave abnormal,0.5973154362416107,inception,250.0,ChapmanShaoxing,2
t wave abnormal,0.7074468085106385,inception,250.0,ChapmanShaoxing,3
t wave abnormal,0.6033898305084746,inception,250.0,ChapmanShaoxing,4
t wave abnormal,0.6377551020408163,inception,250.0,ChapmanShaoxing,5
t wave abnormal,0.5144927536231885,inception,250.0,ChapmanShaoxing,6
t wave abnormal,0.7043701799485861,inception,250.0,ChapmanShaoxing,7
t wave abnormal,0.6426735218508997,inception,250.0,ChapmanShaoxing,8
t wave abnormal,0.6595744680851064,inception,250.0,ChapmanShaoxing,9
t wave abnormal,0.6299694189602447,inception,250.0,ChapmanShaoxing,10
t wave abnormal,0.6299212598425198,inception,250.0,ChapmanShaoxing,11
t wave abnormal,0.702127659574468,inception,250.0,ChapmanShaoxing,12
t wave abnormal,0.7146666666666667,inception,250.0,ChapmanShaoxing,13
t wave abnormal,0.688427299703264,inception,250.0,ChapmanShaoxing,14
t wave abnormal,0.6625000000000001,inception,250.0,ChapmanShaoxing,15
t wave abnormal,0.7184986595174263,inception,250.0,ChapmanShaoxing,16
t wave abnormal,0.530909090909091,inception,250.0,ChapmanShaoxing,17
t wave abnormal,0.6528189910979229,inception,250.0,ChapmanShaoxing,18
t wave abnormal,0.6377708978328174,inception,250.0,ChapmanShaoxing,19
t wave abnormal,0.6567164179104477,inception,375.0,ChapmanShaoxing,0
t wave abnormal,0.632258064516129,inception,375.0,ChapmanShaoxing,1
t wave abnormal,0.6377708978328174,inception,375.0,ChapmanShaoxing,2
t wave abnormal,0.588235294117647,inception,375.0,ChapmanShaoxing,3
t wave abnormal,0.5674931129476585,inception,375.0,ChapmanShaoxing,4
t wave abnormal,0.6797752808988765,inception,375.0,ChapmanShaoxing,5
t wave abnormal,0.691358024691358,inception,375.0,ChapmanShaoxing,6
t wave abnormal,0.6283987915407855,inception,375.0,ChapmanShaoxing,7
t wave abnormal,0.6650366748166259,inception,375.0,ChapmanShaoxing,8
t wave abnormal,0.6823529411764706,inception,375.0,ChapmanShaoxing,9
t wave abnormal,0.7079646017699115,inception,375.0,ChapmanShaoxing,10
t wave abnormal,0.5878378378378379,inception,375.0,ChapmanShaoxing,11
t wave abnormal,0.6951566951566951,inception,375.0,ChapmanShaoxing,12
t wave abnormal,0.6163522012578616,inception,375.0,ChapmanShaoxing,13
t wave abnormal,0.6910112359550561,inception,375.0,ChapmanShaoxing,14
t wave abnormal,0.7365967365967366,inception,375.0,ChapmanShaoxing,15
t wave abnormal,0.5921052631578948,inception,375.0,ChapmanShaoxing,16
t wave abnormal,0.6746411483253587,inception,375.0,ChapmanShaoxing,17
t wave abnormal,0.6464646464646465,inception,375.0,ChapmanShaoxing,18
t wave abnormal,0.6893203883495146,inception,375.0,ChapmanShaoxing,19
t wave abnormal,0.6883468834688347,inception,500.0,ChapmanShaoxing,0
t wave abnormal,0.4609374999999999,inception,500.0,ChapmanShaoxing,1
t wave abnormal,0.6748466257668712,inception,500.0,ChapmanShaoxing,2
t wave abnormal,0.6917293233082705,inception,500.0,ChapmanShaoxing,3
t wave abnormal,0.6366197183098592,inception,500.0,ChapmanShaoxing,4
t wave abnormal,0.663013698630137,inception,500.0,ChapmanShaoxing,5
t wave abnormal,0.6836734693877551,inception,500.0,ChapmanShaoxing,6
t wave abnormal,0.6790697674418605,inception,500.0,ChapmanShaoxing,7
t wave abnormal,0.6367713004484306,inception,500.0,ChapmanShaoxing,8
t wave abnormal,0.6287425149700598,inception,500.0,ChapmanShaoxing,9
t wave abnormal,0.6230529595015576,inception,500.0,ChapmanShaoxing,10
t wave abnormal,0.5750000000000001,inception,500.0,ChapmanShaoxing,11
t wave abnormal,0.7123287671232877,inception,500.0,ChapmanShaoxing,12
t wave abnormal,0.6939890710382512,inception,500.0,ChapmanShaoxing,13
t wave abnormal,0.6404833836858006,inception,500.0,ChapmanShaoxing,14
t wave abnormal,0.7183462532299741,inception,500.0,ChapmanShaoxing,15
t wave abnormal,0.6477272727272727,inception,500.0,ChapmanShaoxing,16
t wave abnormal,0.6685393258426966,inception,500.0,ChapmanShaoxing,17
t wave abnormal,0.6580645161290323,inception,500.0,ChapmanShaoxing,18
t wave abnormal,0.6330532212885154,inception,500.0,ChapmanShaoxing,19
atrial fibrillation,0.8839779005524863,xresnet1d101,50.0,ChapmanShaoxing,0
atrial fibrillation,0.8780487804878049,xresnet1d101,50.0,ChapmanShaoxing,1
atrial fibrillation,0.906166219839142,xresnet1d101,50.0,ChapmanShaoxing,2
atrial fibrillation,0.9010989010989012,xresnet1d101,50.0,ChapmanShaoxing,3
atrial fibrillation,0.8845070422535212,xresnet1d101,50.0,ChapmanShaoxing,4
atrial fibrillation,0.8144044321329641,xresnet1d101,50.0,ChapmanShaoxing,5
atrial fibrillation,0.8839779005524863,xresnet1d101,50.0,ChapmanShaoxing,6
atrial fibrillation,0.836676217765043,xresnet1d101,50.0,ChapmanShaoxing,7
atrial fibrillation,0.856353591160221,xresnet1d101,50.0,ChapmanShaoxing,8
atrial fibrillation,0.8833333333333333,xresnet1d101,50.0,ChapmanShaoxing,9
atrial fibrillation,0.8969359331476322,xresnet1d101,50.0,ChapmanShaoxing,10
atrial fibrillation,0.8636363636363636,xresnet1d101,50.0,ChapmanShaoxing,11
atrial fibrillation,0.8596491228070176,xresnet1d101,50.0,ChapmanShaoxing,12
atrial fibrillation,0.8271604938271605,xresnet1d101,50.0,ChapmanShaoxing,13
atrial fibrillation,0.8818443804034583,xresnet1d101,50.0,ChapmanShaoxing,14
atrial fibrillation,0.9157303370786516,xresnet1d101,50.0,ChapmanShaoxing,15
atrial fibrillation,0.8975069252077563,xresnet1d101,50.0,ChapmanShaoxing,16
atrial fibrillation,0.7610062893081762,xresnet1d101,50.0,ChapmanShaoxing,17
atrial fibrillation,0.8516483516483517,xresnet1d101,50.0,ChapmanShaoxing,18
atrial fibrillation,0.8632707774798928,xresnet1d101,50.0,ChapmanShaoxing,19
atrial fibrillation,0.8682634730538923,xresnet1d101,125.0,ChapmanShaoxing,0
atrial fibrillation,0.8717948717948718,xresnet1d101,125.0,ChapmanShaoxing,1
atrial fibrillation,0.7845659163987139,xresnet1d101,125.0,ChapmanShaoxing,2
atrial fibrillation,0.8408408408408409,xresnet1d101,125.0,ChapmanShaoxing,3
atrial fibrillation,0.8601583113456465,xresnet1d101,125.0,ChapmanShaoxing,4
atrial fibrillation,0.8727272727272728,xresnet1d101,125.0,ChapmanShaoxing,5
atrial fibrillation,0.8823529411764707,xresnet1d101,125.0,ChapmanShaoxing,6
atrial fibrillation,0.9116809116809116,xresnet1d101,125.0,ChapmanShaoxing,7
atrial fibrillation,0.8659217877094972,xresnet1d101,125.0,ChapmanShaoxing,8
atrial fibrillation,0.9005524861878452,xresnet1d101,125.0,ChapmanShaoxing,9
atrial fibrillation,0.8773841961852861,xresnet1d101,125.0,ChapmanShaoxing,10
atrial fibrillation,0.887608069164265,xresnet1d101,125.0,ChapmanShaoxing,11
atrial fibrillation,0.9256198347107438,xresnet1d101,125.0,ChapmanShaoxing,12
atrial fibrillation,0.904632152588556,xresnet1d101,125.0,ChapmanShaoxing,13
atrial fibrillation,0.907563025210084,xresnet1d101,125.0,ChapmanShaoxing,14
atrial fibrillation,0.7350993377483444,xresnet1d101,125.0,ChapmanShaoxing,15
atrial fibrillation,0.8715083798882682,xresnet1d101,125.0,ChapmanShaoxing,16
atrial fibrillation,0.9051490514905148,xresnet1d101,125.0,ChapmanShaoxing,17
atrial fibrillation,0.9076086956521738,xresnet1d101,125.0,ChapmanShaoxing,18
atrial fibrillation,0.8719512195121951,xresnet1d101,125.0,ChapmanShaoxing,19
atrial fibrillation,0.8773006134969324,xresnet1d101,250.0,ChapmanShaoxing,0
atrial fibrillation,0.9002849002849003,xresnet1d101,250.0,ChapmanShaoxing,1
atrial fibrillation,0.9019607843137256,xresnet1d101,250.0,ChapmanShaoxing,2
atrial fibrillation,0.9076086956521738,xresnet1d101,250.0,ChapmanShaoxing,3
atrial fibrillation,0.9121813031161472,xresnet1d101,250.0,ChapmanShaoxing,4
atrial fibrillation,0.9035812672176308,xresnet1d101,250.0,ChapmanShaoxing,5
atrial fibrillation,0.908045977011494,xresnet1d101,250.0,ChapmanShaoxing,6
atrial fibrillation,0.8698224852071005,xresnet1d101,250.0,ChapmanShaoxing,7
atrial fibrillation,0.8865435356200527,xresnet1d101,250.0,ChapmanShaoxing,8
atrial fibrillation,0.8920454545454545,xresnet1d101,250.0,ChapmanShaoxing,9
atrial fibrillation,0.8941798941798942,xresnet1d101,250.0,ChapmanShaoxing,10
atrial fibrillation,0.8685714285714285,xresnet1d101,250.0,ChapmanShaoxing,11
atrial fibrillation,0.9111747851002864,xresnet1d101,250.0,ChapmanShaoxing,12
atrial fibrillation,0.9085714285714288,xresnet1d101,250.0,ChapmanShaoxing,13
atrial fibrillation,0.888888888888889,xresnet1d101,250.0,ChapmanShaoxing,14
atrial fibrillation,0.8434504792332269,xresnet1d101,250.0,ChapmanShaoxing,15
atrial fibrillation,0.9157303370786516,xresnet1d101,250.0,ChapmanShaoxing,16
atrial fibrillation,0.8674033149171272,xresnet1d101,250.0,ChapmanShaoxing,17
atrial fibrillation,0.8433734939759038,xresnet1d101,250.0,ChapmanShaoxing,18
atrial fibrillation,0.903409090909091,xresnet1d101,250.0,ChapmanShaoxing,19
atrial fibrillation,0.8564231738035264,xresnet1d101,375.0,ChapmanShaoxing,0
atrial fibrillation,0.9014084507042252,xresnet1d101,375.0,ChapmanShaoxing,1
atrial fibrillation,0.9002849002849003,xresnet1d101,375.0,ChapmanShaoxing,2
atrial fibrillation,0.9090909090909092,xresnet1d101,375.0,ChapmanShaoxing,3
atrial fibrillation,0.9005524861878452,xresnet1d101,375.0,ChapmanShaoxing,4
atrial fibrillation,0.9037900874635568,xresnet1d101,375.0,ChapmanShaoxing,5
atrial fibrillation,0.9344729344729344,xresnet1d101,375.0,ChapmanShaoxing,6
atrial fibrillation,0.9063444108761328,xresnet1d101,375.0,ChapmanShaoxing,7
atrial fibrillation,0.884393063583815,xresnet1d101,375.0,ChapmanShaoxing,8
atrial fibrillation,0.8282208588957055,xresnet1d101,375.0,ChapmanShaoxing,9
atrial fibrillation,0.9121813031161472,xresnet1d101,375.0,ChapmanShaoxing,10
atrial fibrillation,0.9164420485175202,xresnet1d101,375.0,ChapmanShaoxing,11
atrial fibrillation,0.9028571428571428,xresnet1d101,375.0,ChapmanShaoxing,12
atrial fibrillation,0.884272997032641,xresnet1d101,375.0,ChapmanShaoxing,13
atrial fibrillation,0.8975903614457832,xresnet1d101,375.0,ChapmanShaoxing,14
atrial fibrillation,0.908045977011494,xresnet1d101,375.0,ChapmanShaoxing,15
atrial fibrillation,0.9214092140921408,xresnet1d101,375.0,ChapmanShaoxing,16
atrial fibrillation,0.9132947976878614,xresnet1d101,375.0,ChapmanShaoxing,17
atrial fibrillation,0.9152542372881356,xresnet1d101,375.0,ChapmanShaoxing,18
atrial fibrillation,0.8759894459102903,xresnet1d101,375.0,ChapmanShaoxing,19
atrial fibrillation,0.9344729344729344,xresnet1d101,500.0,ChapmanShaoxing,0
atrial fibrillation,0.9203539823008848,xresnet1d101,500.0,ChapmanShaoxing,1
atrial fibrillation,0.8959537572254336,xresnet1d101,500.0,ChapmanShaoxing,2
atrial fibrillation,0.9208211143695014,xresnet1d101,500.0,ChapmanShaoxing,3
atrial fibrillation,0.9157303370786516,xresnet1d101,500.0,ChapmanShaoxing,4
atrial fibrillation,0.904899135446686,xresnet1d101,500.0,ChapmanShaoxing,5
atrial fibrillation,0.9106145251396648,xresnet1d101,500.0,ChapmanShaoxing,6
atrial fibrillation,0.9121813031161472,xresnet1d101,500.0,ChapmanShaoxing,7
atrial fibrillation,0.9226519337016574,xresnet1d101,500.0,ChapmanShaoxing,8
atrial fibrillation,0.903954802259887,xresnet1d101,500.0,ChapmanShaoxing,9
atrial fibrillation,0.9111111111111112,xresnet1d101,500.0,ChapmanShaoxing,10
atrial fibrillation,0.9054441260744986,xresnet1d101,500.0,ChapmanShaoxing,11
atrial fibrillation,0.895774647887324,xresnet1d101,500.0,ChapmanShaoxing,12
atrial fibrillation,0.9344729344729344,xresnet1d101,500.0,ChapmanShaoxing,13
atrial fibrillation,0.891640866873065,xresnet1d101,500.0,ChapmanShaoxing,14
atrial fibrillation,0.9159420289855073,xresnet1d101,500.0,ChapmanShaoxing,15
atrial fibrillation,0.880466472303207,xresnet1d101,500.0,ChapmanShaoxing,16
atrial fibrillation,0.8301886792452831,xresnet1d101,500.0,ChapmanShaoxing,17
atrial fibrillation,0.9214092140921408,xresnet1d101,500.0,ChapmanShaoxing,18
atrial fibrillation,0.9043478260869564,xresnet1d101,500.0,ChapmanShaoxing,19
left ventricular high voltage,0.4639999999999999,xresnet1d101,50.0,ChapmanShaoxing,0
left ventricular high voltage,0.2769230769230769,xresnet1d101,50.0,ChapmanShaoxing,1
left ventricular high voltage,0.3827751196172249,xresnet1d101,50.0,ChapmanShaoxing,2
left ventricular high voltage,0.3818181818181817,xresnet1d101,50.0,ChapmanShaoxing,3
left ventricular high voltage,0.3218390804597701,xresnet1d101,50.0,ChapmanShaoxing,4
left ventricular high voltage,0.5390070921985816,xresnet1d101,50.0,ChapmanShaoxing,5
left ventricular high voltage,0.3482587064676617,xresnet1d101,50.0,ChapmanShaoxing,6
left ventricular high voltage,0.4921875,xresnet1d101,50.0,ChapmanShaoxing,7
left ventricular high voltage,0.3900414937759336,xresnet1d101,50.0,ChapmanShaoxing,8
left ventricular high voltage,0.4242424242424242,xresnet1d101,50.0,ChapmanShaoxing,9
left ventricular high voltage,0.3730569948186528,xresnet1d101,50.0,ChapmanShaoxing,10
left ventricular high voltage,0.3584905660377359,xresnet1d101,50.0,ChapmanShaoxing,11
left ventricular high voltage,0.3755868544600939,xresnet1d101,50.0,ChapmanShaoxing,12
left ventricular high voltage,0.3093922651933701,xresnet1d101,50.0,ChapmanShaoxing,13
left ventricular high voltage,0.3846153846153846,xresnet1d101,50.0,ChapmanShaoxing,14
left ventricular high voltage,0.3487179487179487,xresnet1d101,50.0,ChapmanShaoxing,15
left ventricular high voltage,0.4077669902912621,xresnet1d101,50.0,ChapmanShaoxing,16
left ventricular high voltage,0.4434389140271493,xresnet1d101,50.0,ChapmanShaoxing,17
left ventricular high voltage,0.3707317073170731,xresnet1d101,50.0,ChapmanShaoxing,18
left ventricular high voltage,0.4225352112676056,xresnet1d101,50.0,ChapmanShaoxing,19
left ventricular high voltage,0.378698224852071,xresnet1d101,125.0,ChapmanShaoxing,0
left ventricular high voltage,0.3813953488372092,xresnet1d101,125.0,ChapmanShaoxing,1
left ventricular high voltage,0.4840182648401826,xresnet1d101,125.0,ChapmanShaoxing,2
left ventricular high voltage,0.3132530120481928,xresnet1d101,125.0,ChapmanShaoxing,3
left ventricular high voltage,0.4065934065934066,xresnet1d101,125.0,ChapmanShaoxing,4
left ventricular high voltage,0.3455497382198953,xresnet1d101,125.0,ChapmanShaoxing,5
left ventricular high voltage,0.5333333333333333,xresnet1d101,125.0,ChapmanShaoxing,6
left ventricular high voltage,0.4205607476635514,xresnet1d101,125.0,ChapmanShaoxing,7
left ventricular high voltage,0.4064171122994652,xresnet1d101,125.0,ChapmanShaoxing,8
left ventricular high voltage,0.4306220095693779,xresnet1d101,125.0,ChapmanShaoxing,9
left ventricular high voltage,0.3809523809523809,xresnet1d101,125.0,ChapmanShaoxing,10
left ventricular high voltage,0.4518828451882845,xresnet1d101,125.0,ChapmanShaoxing,11
left ventricular high voltage,0.3313609467455621,xresnet1d101,125.0,ChapmanShaoxing,12
left ventricular high voltage,0.4456521739130434,xresnet1d101,125.0,ChapmanShaoxing,13
left ventricular high voltage,0.4,xresnet1d101,125.0,ChapmanShaoxing,14
left ventricular high voltage,0.240506329113924,xresnet1d101,125.0,ChapmanShaoxing,15
left ventricular high voltage,0.4512820512820512,xresnet1d101,125.0,ChapmanShaoxing,16
left ventricular high voltage,0.3891891891891892,xresnet1d101,125.0,ChapmanShaoxing,17
left ventricular high voltage,0.4,xresnet1d101,125.0,ChapmanShaoxing,18
left ventricular high voltage,0.4322580645161291,xresnet1d101,125.0,ChapmanShaoxing,19
left ventricular high voltage,0.4166666666666667,xresnet1d101,250.0,ChapmanShaoxing,0
left ventricular high voltage,0.5245901639344263,xresnet1d101,250.0,ChapmanShaoxing,1
left ventricular high voltage,0.4065934065934066,xresnet1d101,250.0,ChapmanShaoxing,2
left ventricular high voltage,0.417910447761194,xresnet1d101,250.0,ChapmanShaoxing,3
left ventricular high voltage,0.481132075471698,xresnet1d101,250.0,ChapmanShaoxing,4
left ventricular high voltage,0.4978902953586497,xresnet1d101,250.0,ChapmanShaoxing,5
left ventricular high voltage,0.497560975609756,xresnet1d101,250.0,ChapmanShaoxing,6
left ventricular high voltage,0.41,xresnet1d101,250.0,ChapmanShaoxing,7
left ventricular high voltage,0.5418326693227092,xresnet1d101,250.0,ChapmanShaoxing,8
left ventricular high voltage,0.4744186046511627,xresnet1d101,250.0,ChapmanShaoxing,9
left ventricular high voltage,0.5333333333333333,xresnet1d101,250.0,ChapmanShaoxing,10
left ventricular high voltage,0.3699421965317919,xresnet1d101,250.0,ChapmanShaoxing,11
left ventricular high voltage,0.5242718446601942,xresnet1d101,250.0,ChapmanShaoxing,12
left ventricular high voltage,0.482051282051282,xresnet1d101,250.0,ChapmanShaoxing,13
left ventricular high voltage,0.3557692307692308,xresnet1d101,250.0,ChapmanShaoxing,14
left ventricular high voltage,0.4360189573459715,xresnet1d101,250.0,ChapmanShaoxing,15
left ventricular high voltage,0.5104602510460251,xresnet1d101,250.0,ChapmanShaoxing,16
left ventricular high voltage,0.4730290456431535,xresnet1d101,250.0,ChapmanShaoxing,17
left ventricular high voltage,0.3636363636363636,xresnet1d101,250.0,ChapmanShaoxing,18
left ventricular high voltage,0.4939271255060729,xresnet1d101,250.0,ChapmanShaoxing,19
left ventricular high voltage,0.5378151260504201,xresnet1d101,375.0,ChapmanShaoxing,0
left ventricular high voltage,0.5142857142857142,xresnet1d101,375.0,ChapmanShaoxing,1
left ventricular high voltage,0.5185185185185185,xresnet1d101,375.0,ChapmanShaoxing,2
left ventricular high voltage,0.466321243523316,xresnet1d101,375.0,ChapmanShaoxing,3
left ventricular high voltage,0.4561403508771929,xresnet1d101,375.0,ChapmanShaoxing,4
left ventricular high voltage,0.4259259259259259,xresnet1d101,375.0,ChapmanShaoxing,5
left ventricular high voltage,0.4607843137254902,xresnet1d101,375.0,ChapmanShaoxing,6
left ventricular high voltage,0.5993485342019543,xresnet1d101,375.0,ChapmanShaoxing,7
left ventricular high voltage,0.4593301435406698,xresnet1d101,375.0,ChapmanShaoxing,8
left ventricular high voltage,0.3468208092485549,xresnet1d101,375.0,ChapmanShaoxing,9
left ventricular high voltage,0.4248704663212435,xresnet1d101,375.0,ChapmanShaoxing,10
left ventricular high voltage,0.5042016806722689,xresnet1d101,375.0,ChapmanShaoxing,11
left ventricular high voltage,0.4216216216216216,xresnet1d101,375.0,ChapmanShaoxing,12
left ventricular high voltage,0.5400843881856541,xresnet1d101,375.0,ChapmanShaoxing,13
left ventricular high voltage,0.5599999999999999,xresnet1d101,375.0,ChapmanShaoxing,14
left ventricular high voltage,0.4505494505494505,xresnet1d101,375.0,ChapmanShaoxing,15
left ventricular high voltage,0.2592592592592592,xresnet1d101,375.0,ChapmanShaoxing,16
left ventricular high voltage,0.4401913875598086,xresnet1d101,375.0,ChapmanShaoxing,17
left ventricular high voltage,0.4932735426008969,xresnet1d101,375.0,ChapmanShaoxing,18
left ventricular high voltage,0.3977900552486187,xresnet1d101,375.0,ChapmanShaoxing,19
left ventricular high voltage,0.3736263736263736,xresnet1d101,500.0,ChapmanShaoxing,0
left ventricular high voltage,0.4776119402985074,xresnet1d101,500.0,ChapmanShaoxing,1
left ventricular high voltage,0.5267857142857143,xresnet1d101,500.0,ChapmanShaoxing,2
left ventricular high voltage,0.4568527918781726,xresnet1d101,500.0,ChapmanShaoxing,3
left ventricular high voltage,0.3170731707317073,xresnet1d101,500.0,ChapmanShaoxing,4
left ventricular high voltage,0.2597402597402597,xresnet1d101,500.0,ChapmanShaoxing,5
left ventricular high voltage,0.5209302325581394,xresnet1d101,500.0,ChapmanShaoxing,6
left ventricular high voltage,0.5310344827586208,xresnet1d101,500.0,ChapmanShaoxing,7
left ventricular high voltage,0.5308056872037915,xresnet1d101,500.0,ChapmanShaoxing,8
left ventricular high voltage,0.537878787878788,xresnet1d101,500.0,ChapmanShaoxing,9
left ventricular high voltage,0.4158415841584159,xresnet1d101,500.0,ChapmanShaoxing,10
left ventricular high voltage,0.375,xresnet1d101,500.0,ChapmanShaoxing,11
left ventricular high voltage,0.2709677419354838,xresnet1d101,500.0,ChapmanShaoxing,12
left ventricular high voltage,0.4976076555023923,xresnet1d101,500.0,ChapmanShaoxing,13
left ventricular high voltage,0.4293193717277487,xresnet1d101,500.0,ChapmanShaoxing,14
left ventricular high voltage,0.5084745762711864,xresnet1d101,500.0,ChapmanShaoxing,15
left ventricular high voltage,0.5083333333333333,xresnet1d101,500.0,ChapmanShaoxing,16
left ventricular high voltage,0.4766839378238342,xresnet1d101,500.0,ChapmanShaoxing,17
left ventricular high voltage,0.427807486631016,xresnet1d101,500.0,ChapmanShaoxing,18
left ventricular high voltage,0.423963133640553,xresnet1d101,500.0,ChapmanShaoxing,19
nonspecific st t abnormality,0.4044943820224719,xresnet1d101,50.0,ChapmanShaoxing,0
nonspecific st t abnormality,0.2677165354330708,xresnet1d101,50.0,ChapmanShaoxing,1
nonspecific st t abnormality,0.2647058823529412,xresnet1d101,50.0,ChapmanShaoxing,2
nonspecific st t abnormality,0.3892617449664429,xresnet1d101,50.0,ChapmanShaoxing,3
nonspecific st t abnormality,0.3863636363636363,xresnet1d101,50.0,ChapmanShaoxing,4
nonspecific st t abnormality,0.4725274725274725,xresnet1d101,50.0,ChapmanShaoxing,5
nonspecific st t abnormality,0.3763440860215054,xresnet1d101,50.0,ChapmanShaoxing,6
nonspecific st t abnormality,0.4945054945054946,xresnet1d101,50.0,ChapmanShaoxing,7
nonspecific st t abnormality,0.273972602739726,xresnet1d101,50.0,ChapmanShaoxing,8
nonspecific st t abnormality,0.4342105263157895,xresnet1d101,50.0,ChapmanShaoxing,9
nonspecific st t abnormality,0.3973509933774835,xresnet1d101,50.0,ChapmanShaoxing,10
nonspecific st t abnormality,0.4615384615384615,xresnet1d101,50.0,ChapmanShaoxing,11
nonspecific st t abnormality,0.4052287581699346,xresnet1d101,50.0,ChapmanShaoxing,12
nonspecific st t abnormality,0.4258064516129032,xresnet1d101,50.0,ChapmanShaoxing,13
nonspecific st t abnormality,0.4827586206896552,xresnet1d101,50.0,ChapmanShaoxing,14
nonspecific st t abnormality,0.3209876543209876,xresnet1d101,50.0,ChapmanShaoxing,15
nonspecific st t abnormality,0.4311377245508982,xresnet1d101,50.0,ChapmanShaoxing,16
nonspecific st t abnormality,0.4578313253012048,xresnet1d101,50.0,ChapmanShaoxing,17
nonspecific st t abnormality,0.4919786096256685,xresnet1d101,50.0,ChapmanShaoxing,18
nonspecific st t abnormality,0.382716049382716,xresnet1d101,50.0,ChapmanShaoxing,19
