model,lp,bootstrap_num,disease,F1,dataset
inception,50.0,19,sinus tachycardia,0.9210526315789472,ChapmanShaoxing
inception,100.0,0,sinus tachycardia,0.9342105263157896,ChapmanShaoxing
inception,100.0,1,sinus tachycardia,0.9315960912052116,ChapmanShaoxing
inception,100.0,2,sinus tachycardia,0.916083916083916,ChapmanShaoxing
inception,100.0,3,sinus tachycardia,0.9319727891156464,ChapmanShaoxing
inception,100.0,4,sinus tachycardia,0.9523809523809524,ChapmanShaoxing
inception,100.0,5,sinus tachycardia,0.9333333333333332,ChapmanShaoxing
inception,100.0,6,sinus tachycardia,0.9310344827586208,ChapmanShaoxing
inception,100.0,7,sinus tachycardia,0.88339222614841,ChapmanShaoxing
inception,100.0,8,sinus tachycardia,0.9355932203389832,ChapmanShaoxing
inception,100.0,9,sinus tachycardia,0.9395973154362416,ChapmanShaoxing
inception,100.0,10,sinus tachycardia,0.9230769230769232,ChapmanShaoxing
inception,100.0,11,sinus tachycardia,0.9333333333333332,ChapmanShaoxing
inception,100.0,12,sinus tachycardia,0.9187279151943464,ChapmanShaoxing
inception,100.0,13,sinus tachycardia,0.9025270758122744,ChapmanShaoxing
inception,100.0,14,sinus tachycardia,0.9324324324324326,ChapmanShaoxing
inception,100.0,15,sinus tachycardia,0.923076923076923,ChapmanShaoxing
inception,100.0,16,sinus tachycardia,0.9205298013245032,ChapmanShaoxing
inception,100.0,17,sinus tachycardia,0.9355932203389832,ChapmanShaoxing
inception,100.0,18,sinus tachycardia,0.9161290322580646,ChapmanShaoxing
inception,100.0,19,sinus tachycardia,0.9103448275862068,ChapmanShaoxing
inception,500.0,0,sinus tachycardia,0.9328859060402684,ChapmanShaoxing
inception,500.0,1,sinus tachycardia,0.9257950530035336,ChapmanShaoxing
inception,500.0,2,sinus tachycardia,0.9387755102040818,ChapmanShaoxing
inception,500.0,3,sinus tachycardia,0.9121621621621622,ChapmanShaoxing
inception,500.0,4,sinus tachycardia,0.9372937293729372,ChapmanShaoxing
inception,500.0,5,sinus tachycardia,0.9319727891156464,ChapmanShaoxing
inception,500.0,6,sinus tachycardia,0.9276315789473684,ChapmanShaoxing
inception,500.0,7,sinus tachycardia,0.9311475409836064,ChapmanShaoxing
inception,500.0,8,sinus tachycardia,0.912621359223301,ChapmanShaoxing
inception,500.0,9,sinus tachycardia,0.9215686274509804,ChapmanShaoxing
inception,500.0,10,sinus tachycardia,0.9463087248322148,ChapmanShaoxing
inception,500.0,11,sinus tachycardia,0.93006993006993,ChapmanShaoxing
inception,500.0,12,sinus tachycardia,0.9368770764119602,ChapmanShaoxing
inception,500.0,13,sinus tachycardia,0.943894389438944,ChapmanShaoxing
inception,500.0,14,sinus tachycardia,0.952054794520548,ChapmanShaoxing
inception,500.0,15,sinus tachycardia,0.9391891891891893,ChapmanShaoxing
inception,500.0,16,sinus tachycardia,0.9302325581395348,ChapmanShaoxing
inception,500.0,17,sinus tachycardia,0.9455782312925172,ChapmanShaoxing
inception,500.0,18,sinus tachycardia,0.8686131386861312,ChapmanShaoxing
inception,500.0,19,sinus tachycardia,0.9333333333333332,ChapmanShaoxing
minirocket,30.0,0,sinus tachycardia,0.9189189189189187,ChapmanShaoxing
minirocket,30.0,1,sinus tachycardia,0.9066666666666668,ChapmanShaoxing
minirocket,30.0,2,sinus tachycardia,0.8843537414965987,ChapmanShaoxing
minirocket,30.0,3,sinus tachycardia,0.8881118881118881,ChapmanShaoxing
minirocket,30.0,4,sinus tachycardia,0.9185667752442996,ChapmanShaoxing
minirocket,30.0,5,sinus tachycardia,0.8811188811188813,ChapmanShaoxing
minirocket,30.0,6,sinus tachycardia,0.9038461538461536,ChapmanShaoxing
minirocket,30.0,7,sinus tachycardia,0.9102990033222592,ChapmanShaoxing
minirocket,30.0,8,sinus tachycardia,0.89419795221843,ChapmanShaoxing
minirocket,30.0,9,sinus tachycardia,0.9090909090909092,ChapmanShaoxing
minirocket,30.0,10,sinus tachycardia,0.91156462585034,ChapmanShaoxing
minirocket,30.0,11,sinus tachycardia,0.9261744966442952,ChapmanShaoxing
minirocket,30.0,12,sinus tachycardia,0.8961038961038962,ChapmanShaoxing
minirocket,30.0,13,sinus tachycardia,0.9152542372881356,ChapmanShaoxing
minirocket,30.0,14,sinus tachycardia,0.9047619047619048,ChapmanShaoxing
minirocket,30.0,15,sinus tachycardia,0.9013157894736842,ChapmanShaoxing
minirocket,30.0,16,sinus tachycardia,0.9276315789473684,ChapmanShaoxing
minirocket,30.0,17,sinus tachycardia,0.9174917491749176,ChapmanShaoxing
minirocket,30.0,18,sinus tachycardia,0.9225589225589228,ChapmanShaoxing
minirocket,30.0,19,sinus tachycardia,0.9205298013245032,ChapmanShaoxing
minirocket,50.0,0,sinus tachycardia,0.865203761755486,ChapmanShaoxing
minirocket,50.0,1,sinus tachycardia,0.8975265017667845,ChapmanShaoxing
minirocket,50.0,2,sinus tachycardia,0.872852233676976,ChapmanShaoxing
minirocket,50.0,3,sinus tachycardia,0.918032786885246,ChapmanShaoxing
minirocket,50.0,4,sinus tachycardia,0.9114754098360656,ChapmanShaoxing
minirocket,50.0,5,sinus tachycardia,0.9152542372881356,ChapmanShaoxing
minirocket,50.0,6,sinus tachycardia,0.919093851132686,ChapmanShaoxing
minirocket,50.0,7,sinus tachycardia,0.904109589041096,ChapmanShaoxing
minirocket,50.0,8,sinus tachycardia,0.9189189189189187,ChapmanShaoxing
minirocket,50.0,9,sinus tachycardia,0.9163879598662208,ChapmanShaoxing
minirocket,50.0,10,sinus tachycardia,0.9056603773584906,ChapmanShaoxing
minirocket,50.0,11,sinus tachycardia,0.9194630872483222,ChapmanShaoxing
minirocket,50.0,12,sinus tachycardia,0.9256756756756758,ChapmanShaoxing
minirocket,50.0,13,sinus tachycardia,0.8989547038327527,ChapmanShaoxing
minirocket,50.0,14,sinus tachycardia,0.9114754098360656,ChapmanShaoxing
minirocket,50.0,15,sinus tachycardia,0.913907284768212,ChapmanShaoxing
minirocket,50.0,16,sinus tachycardia,0.9023569023569022,ChapmanShaoxing
minirocket,50.0,17,sinus tachycardia,0.9278350515463918,ChapmanShaoxing
minirocket,50.0,18,sinus tachycardia,0.9155844155844156,ChapmanShaoxing
minirocket,50.0,19,sinus tachycardia,0.9266666666666667,ChapmanShaoxing
minirocket,100.0,0,sinus tachycardia,0.912280701754386,ChapmanShaoxing
minirocket,100.0,1,sinus tachycardia,0.8974358974358976,ChapmanShaoxing
minirocket,100.0,2,sinus tachycardia,0.896551724137931,ChapmanShaoxing
minirocket,100.0,3,sinus tachycardia,0.9306930693069309,ChapmanShaoxing
minirocket,100.0,4,sinus tachycardia,0.8664259927797834,ChapmanShaoxing
minirocket,100.0,5,sinus tachycardia,0.8993288590604027,ChapmanShaoxing
minirocket,100.0,6,sinus tachycardia,0.8278388278388278,ChapmanShaoxing
minirocket,100.0,7,sinus tachycardia,0.9090909090909092,ChapmanShaoxing
minirocket,100.0,8,sinus tachycardia,0.9185667752442996,ChapmanShaoxing
minirocket,100.0,9,sinus tachycardia,0.9225589225589228,ChapmanShaoxing
minirocket,100.0,10,sinus tachycardia,0.8848484848484849,ChapmanShaoxing
minirocket,100.0,11,sinus tachycardia,0.92,ChapmanShaoxing
minirocket,100.0,12,sinus tachycardia,0.8926174496644297,ChapmanShaoxing
minirocket,100.0,13,sinus tachycardia,0.8982456140350877,ChapmanShaoxing
minirocket,100.0,14,sinus tachycardia,0.8829431438127091,ChapmanShaoxing
minirocket,100.0,15,sinus tachycardia,0.896551724137931,ChapmanShaoxing
minirocket,100.0,16,sinus tachycardia,0.913907284768212,ChapmanShaoxing
minirocket,100.0,17,sinus tachycardia,0.9152542372881356,ChapmanShaoxing
minirocket,100.0,18,sinus tachycardia,0.8844884488448844,ChapmanShaoxing
minirocket,100.0,19,sinus tachycardia,0.9209621993127148,ChapmanShaoxing
minirocket,500.0,0,sinus tachycardia,0.9276315789473684,ChapmanShaoxing
minirocket,500.0,1,sinus tachycardia,0.8940397350993378,ChapmanShaoxing
minirocket,500.0,2,sinus tachycardia,0.9266666666666667,ChapmanShaoxing
minirocket,500.0,3,sinus tachycardia,0.9235880398671096,ChapmanShaoxing
minirocket,500.0,4,sinus tachycardia,0.8540925266903915,ChapmanShaoxing
minirocket,500.0,5,sinus tachycardia,0.9120521172638436,ChapmanShaoxing
minirocket,500.0,6,sinus tachycardia,0.9134948096885812,ChapmanShaoxing
minirocket,500.0,7,sinus tachycardia,0.9140893470790378,ChapmanShaoxing
minirocket,500.0,8,sinus tachycardia,0.9078947368421052,ChapmanShaoxing
minirocket,500.0,9,sinus tachycardia,0.9078947368421052,ChapmanShaoxing
minirocket,500.0,10,sinus tachycardia,0.8961038961038962,ChapmanShaoxing
minirocket,500.0,11,sinus tachycardia,0.9084967320261438,ChapmanShaoxing
minirocket,500.0,12,sinus tachycardia,0.9256756756756758,ChapmanShaoxing
minirocket,500.0,13,sinus tachycardia,0.9276315789473684,ChapmanShaoxing
minirocket,500.0,14,sinus tachycardia,0.9215686274509804,ChapmanShaoxing
minirocket,500.0,15,sinus tachycardia,0.9090909090909092,ChapmanShaoxing
minirocket,500.0,16,sinus tachycardia,0.906040268456376,ChapmanShaoxing
minirocket,500.0,17,sinus tachycardia,0.9230769230769232,ChapmanShaoxing
minirocket,500.0,18,sinus tachycardia,0.9067524115755626,ChapmanShaoxing
minirocket,500.0,19,sinus tachycardia,0.8926174496644297,ChapmanShaoxing
xresnet1d101,30.0,0,sinus tachycardia,0.9256756756756758,ChapmanShaoxing
xresnet1d101,30.0,1,sinus tachycardia,0.9163879598662208,ChapmanShaoxing
xresnet1d101,30.0,2,sinus tachycardia,0.9013157894736842,ChapmanShaoxing
xresnet1d101,30.0,3,sinus tachycardia,0.9241379310344828,ChapmanShaoxing
xresnet1d101,30.0,4,sinus tachycardia,0.8996539792387543,ChapmanShaoxing
xresnet1d101,30.0,5,sinus tachycardia,0.91156462585034,ChapmanShaoxing
xresnet1d101,30.0,6,sinus tachycardia,0.9261744966442952,ChapmanShaoxing
xresnet1d101,30.0,7,sinus tachycardia,0.912751677852349,ChapmanShaoxing
xresnet1d101,30.0,8,sinus tachycardia,0.9423728813559324,ChapmanShaoxing
xresnet1d101,30.0,9,sinus tachycardia,0.9271523178807948,ChapmanShaoxing
xresnet1d101,30.0,10,sinus tachycardia,0.9097222222222224,ChapmanShaoxing
xresnet1d101,30.0,11,sinus tachycardia,0.9245901639344264,ChapmanShaoxing
xresnet1d101,30.0,12,sinus tachycardia,0.9140893470790378,ChapmanShaoxing
xresnet1d101,30.0,13,sinus tachycardia,0.9215017064846416,ChapmanShaoxing
xresnet1d101,30.0,14,sinus tachycardia,0.9271523178807948,ChapmanShaoxing
xresnet1d101,30.0,15,sinus tachycardia,0.9172413793103448,ChapmanShaoxing
xresnet1d101,30.0,16,sinus tachycardia,0.9466666666666668,ChapmanShaoxing
xresnet1d101,30.0,17,sinus tachycardia,0.9172413793103448,ChapmanShaoxing
xresnet1d101,30.0,18,sinus tachycardia,0.933774834437086,ChapmanShaoxing
xresnet1d101,30.0,19,sinus tachycardia,0.9256756756756758,ChapmanShaoxing
xresnet1d101,50.0,0,sinus tachycardia,0.9230769230769232,ChapmanShaoxing
xresnet1d101,50.0,1,sinus tachycardia,0.9387755102040818,ChapmanShaoxing
xresnet1d101,50.0,2,sinus tachycardia,0.9355932203389832,ChapmanShaoxing
xresnet1d101,50.0,3,sinus tachycardia,0.9342105263157896,ChapmanShaoxing
xresnet1d101,50.0,4,sinus tachycardia,0.8951048951048951,ChapmanShaoxing
xresnet1d101,50.0,5,sinus tachycardia,0.9215017064846416,ChapmanShaoxing
xresnet1d101,50.0,6,sinus tachycardia,0.9,ChapmanShaoxing
xresnet1d101,50.0,7,sinus tachycardia,0.9297658862876254,ChapmanShaoxing
xresnet1d101,50.0,8,sinus tachycardia,0.9351535836177476,ChapmanShaoxing
xresnet1d101,50.0,9,sinus tachycardia,0.9391891891891893,ChapmanShaoxing
xresnet1d101,50.0,10,sinus tachycardia,0.9225589225589228,ChapmanShaoxing
xresnet1d101,50.0,11,sinus tachycardia,0.9183673469387756,ChapmanShaoxing
xresnet1d101,50.0,12,sinus tachycardia,0.9042904290429042,ChapmanShaoxing
xresnet1d101,50.0,13,sinus tachycardia,0.9225589225589228,ChapmanShaoxing
xresnet1d101,50.0,14,sinus tachycardia,0.9297658862876254,ChapmanShaoxing
xresnet1d101,50.0,15,sinus tachycardia,0.9230769230769232,ChapmanShaoxing
xresnet1d101,50.0,16,sinus tachycardia,0.9078498293515358,ChapmanShaoxing
xresnet1d101,50.0,17,sinus tachycardia,0.9133333333333332,ChapmanShaoxing
xresnet1d101,50.0,18,sinus tachycardia,0.8989547038327527,ChapmanShaoxing
xresnet1d101,50.0,19,sinus tachycardia,0.9172413793103448,ChapmanShaoxing
xresnet1d101,100.0,0,sinus tachycardia,0.9078014184397162,ChapmanShaoxing
xresnet1d101,100.0,1,sinus tachycardia,0.9140893470790378,ChapmanShaoxing
xresnet1d101,100.0,2,sinus tachycardia,0.9025974025974026,ChapmanShaoxing
xresnet1d101,100.0,3,sinus tachycardia,0.9292929292929292,ChapmanShaoxing
xresnet1d101,100.0,4,sinus tachycardia,0.8602941176470589,ChapmanShaoxing
xresnet1d101,100.0,5,sinus tachycardia,0.8936170212765957,ChapmanShaoxing
xresnet1d101,100.0,6,sinus tachycardia,0.9220338983050848,ChapmanShaoxing
xresnet1d101,100.0,7,sinus tachycardia,0.9297658862876254,ChapmanShaoxing
xresnet1d101,100.0,8,sinus tachycardia,0.9152542372881356,ChapmanShaoxing
xresnet1d101,100.0,9,sinus tachycardia,0.9310344827586208,ChapmanShaoxing
xresnet1d101,100.0,10,sinus tachycardia,0.9215017064846416,ChapmanShaoxing
xresnet1d101,100.0,11,sinus tachycardia,0.902097902097902,ChapmanShaoxing
xresnet1d101,100.0,12,sinus tachycardia,0.9230769230769232,ChapmanShaoxing
xresnet1d101,100.0,13,sinus tachycardia,0.9133333333333332,ChapmanShaoxing
xresnet1d101,100.0,14,sinus tachycardia,0.8930817610062892,ChapmanShaoxing
xresnet1d101,100.0,15,sinus tachycardia,0.9,ChapmanShaoxing
xresnet1d101,100.0,16,sinus tachycardia,0.9297658862876254,ChapmanShaoxing
xresnet1d101,100.0,17,sinus tachycardia,0.9328859060402684,ChapmanShaoxing
xresnet1d101,100.0,18,sinus tachycardia,0.912751677852349,ChapmanShaoxing
xresnet1d101,100.0,19,sinus tachycardia,0.9210526315789472,ChapmanShaoxing
xresnet1d101,500.0,0,sinus tachycardia,0.9263157894736842,ChapmanShaoxing
xresnet1d101,500.0,1,sinus tachycardia,0.9355932203389832,ChapmanShaoxing
xresnet1d101,500.0,2,sinus tachycardia,0.9364548494983278,ChapmanShaoxing
xresnet1d101,500.0,3,sinus tachycardia,0.9488054607508531,ChapmanShaoxing
xresnet1d101,500.0,4,sinus tachycardia,0.9364548494983278,ChapmanShaoxing
xresnet1d101,500.0,5,sinus tachycardia,0.9283276450511946,ChapmanShaoxing
xresnet1d101,500.0,6,sinus tachycardia,0.9292929292929292,ChapmanShaoxing
xresnet1d101,500.0,7,sinus tachycardia,0.93006993006993,ChapmanShaoxing
xresnet1d101,500.0,8,sinus tachycardia,0.9319727891156464,ChapmanShaoxing
xresnet1d101,500.0,9,sinus tachycardia,0.9435215946843852,ChapmanShaoxing
xresnet1d101,500.0,10,sinus tachycardia,0.9364548494983278,ChapmanShaoxing
xresnet1d101,500.0,11,sinus tachycardia,0.9174917491749176,ChapmanShaoxing
xresnet1d101,500.0,12,sinus tachycardia,0.9403973509933774,ChapmanShaoxing
xresnet1d101,500.0,13,sinus tachycardia,0.9066666666666668,ChapmanShaoxing
xresnet1d101,500.0,14,sinus tachycardia,0.934256055363322,ChapmanShaoxing
xresnet1d101,500.0,15,sinus tachycardia,0.915824915824916,ChapmanShaoxing
xresnet1d101,500.0,16,sinus tachycardia,0.9246575342465754,ChapmanShaoxing
xresnet1d101,500.0,17,sinus tachycardia,0.8996539792387543,ChapmanShaoxing
xresnet1d101,500.0,18,sinus tachycardia,0.8970099667774086,ChapmanShaoxing
xresnet1d101,500.0,19,sinus tachycardia,0.9283276450511946,ChapmanShaoxing
inception,30.0,0,supraventricular tachycardia,0.8448275862068965,ChapmanShaoxing
inception,30.0,1,supraventricular tachycardia,0.7758620689655172,ChapmanShaoxing
inception,30.0,2,supraventricular tachycardia,0.8412698412698412,ChapmanShaoxing
inception,30.0,3,supraventricular tachycardia,0.8,ChapmanShaoxing
inception,30.0,4,supraventricular tachycardia,0.7999999999999999,ChapmanShaoxing
inception,30.0,5,supraventricular tachycardia,0.8070175438596491,ChapmanShaoxing
inception,30.0,6,supraventricular tachycardia,0.7863247863247863,ChapmanShaoxing
inception,30.0,7,supraventricular tachycardia,0.8135593220338982,ChapmanShaoxing
inception,30.0,8,supraventricular tachycardia,0.8032786885245902,ChapmanShaoxing
inception,30.0,9,supraventricular tachycardia,0.8372093023255813,ChapmanShaoxing
inception,30.0,10,supraventricular tachycardia,0.7758620689655172,ChapmanShaoxing
inception,30.0,11,supraventricular tachycardia,0.7706422018348624,ChapmanShaoxing
inception,30.0,12,supraventricular tachycardia,0.8429752066115703,ChapmanShaoxing
inception,30.0,13,supraventricular tachycardia,0.8347826086956522,ChapmanShaoxing
inception,30.0,14,supraventricular tachycardia,0.8253968253968254,ChapmanShaoxing
inception,30.0,15,supraventricular tachycardia,0.8070175438596491,ChapmanShaoxing
inception,30.0,16,supraventricular tachycardia,0.7903225806451613,ChapmanShaoxing
inception,30.0,17,supraventricular tachycardia,0.8387096774193549,ChapmanShaoxing
inception,30.0,18,supraventricular tachycardia,0.85,ChapmanShaoxing
inception,30.0,19,supraventricular tachycardia,0.8214285714285715,ChapmanShaoxing
inception,50.0,0,supraventricular tachycardia,0.7899159663865546,ChapmanShaoxing
inception,50.0,1,supraventricular tachycardia,0.782608695652174,ChapmanShaoxing
inception,50.0,2,supraventricular tachycardia,0.8135593220338982,ChapmanShaoxing
inception,50.0,3,supraventricular tachycardia,0.8135593220338982,ChapmanShaoxing
inception,50.0,4,supraventricular tachycardia,0.8205128205128205,ChapmanShaoxing
inception,50.0,5,supraventricular tachycardia,0.7238095238095238,ChapmanShaoxing
inception,50.0,6,supraventricular tachycardia,0.829268292682927,ChapmanShaoxing
inception,50.0,7,supraventricular tachycardia,0.7894736842105263,ChapmanShaoxing
inception,50.0,8,supraventricular tachycardia,0.8225806451612904,ChapmanShaoxing
inception,50.0,9,supraventricular tachycardia,0.8070175438596491,ChapmanShaoxing
inception,50.0,10,supraventricular tachycardia,0.8205128205128205,ChapmanShaoxing
inception,50.0,11,supraventricular tachycardia,0.8130081300813008,ChapmanShaoxing
inception,50.0,12,supraventricular tachycardia,0.8387096774193549,ChapmanShaoxing
inception,50.0,13,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
inception,50.0,14,supraventricular tachycardia,0.8035714285714285,ChapmanShaoxing
inception,50.0,15,supraventricular tachycardia,0.8067226890756303,ChapmanShaoxing
inception,50.0,16,supraventricular tachycardia,0.7787610619469026,ChapmanShaoxing
inception,50.0,17,supraventricular tachycardia,0.7358490566037736,ChapmanShaoxing
inception,50.0,18,supraventricular tachycardia,0.8166666666666667,ChapmanShaoxing
inception,50.0,19,supraventricular tachycardia,0.8455284552845529,ChapmanShaoxing
inception,100.0,0,supraventricular tachycardia,0.8205128205128205,ChapmanShaoxing
inception,100.0,1,supraventricular tachycardia,0.7964601769911505,ChapmanShaoxing
inception,100.0,2,supraventricular tachycardia,0.7966101694915254,ChapmanShaoxing
inception,100.0,3,supraventricular tachycardia,0.8135593220338982,ChapmanShaoxing
inception,100.0,4,supraventricular tachycardia,0.819672131147541,ChapmanShaoxing
inception,100.0,5,supraventricular tachycardia,0.8130081300813008,ChapmanShaoxing
inception,100.0,6,supraventricular tachycardia,0.8480000000000001,ChapmanShaoxing
inception,100.0,7,supraventricular tachycardia,0.7522935779816513,ChapmanShaoxing
inception,100.0,8,supraventricular tachycardia,0.7857142857142857,ChapmanShaoxing
inception,100.0,9,supraventricular tachycardia,0.817391304347826,ChapmanShaoxing
inception,100.0,10,supraventricular tachycardia,0.7678571428571429,ChapmanShaoxing
inception,100.0,11,supraventricular tachycardia,0.817391304347826,ChapmanShaoxing
inception,100.0,12,supraventricular tachycardia,0.84375,ChapmanShaoxing
inception,100.0,13,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
inception,100.0,14,supraventricular tachycardia,0.828125,ChapmanShaoxing
inception,100.0,15,supraventricular tachycardia,0.8275862068965518,ChapmanShaoxing
inception,100.0,16,supraventricular tachycardia,0.7966101694915254,ChapmanShaoxing
inception,100.0,17,supraventricular tachycardia,0.84375,ChapmanShaoxing
inception,100.0,18,supraventricular tachycardia,0.793103448275862,ChapmanShaoxing
inception,100.0,19,supraventricular tachycardia,0.8319999999999999,ChapmanShaoxing
inception,500.0,0,supraventricular tachycardia,0.7719298245614035,ChapmanShaoxing
inception,500.0,1,supraventricular tachycardia,0.6923076923076923,ChapmanShaoxing
inception,500.0,2,supraventricular tachycardia,0.7079646017699115,ChapmanShaoxing
inception,500.0,3,supraventricular tachycardia,0.7787610619469026,ChapmanShaoxing
inception,500.0,4,supraventricular tachycardia,0.7543859649122806,ChapmanShaoxing
inception,500.0,5,supraventricular tachycardia,0.8067226890756303,ChapmanShaoxing
inception,500.0,6,supraventricular tachycardia,0.7476635514018691,ChapmanShaoxing
inception,500.0,7,supraventricular tachycardia,0.7777777777777778,ChapmanShaoxing
inception,500.0,8,supraventricular tachycardia,0.8032786885245902,ChapmanShaoxing
inception,500.0,9,supraventricular tachycardia,0.8095238095238095,ChapmanShaoxing
inception,500.0,10,supraventricular tachycardia,0.7563025210084033,ChapmanShaoxing
inception,500.0,11,supraventricular tachycardia,0.7863247863247863,ChapmanShaoxing
inception,500.0,12,supraventricular tachycardia,0.782608695652174,ChapmanShaoxing
inception,500.0,13,supraventricular tachycardia,0.6476190476190475,ChapmanShaoxing
inception,500.0,14,supraventricular tachycardia,0.7522935779816513,ChapmanShaoxing
inception,500.0,15,supraventricular tachycardia,0.8333333333333333,ChapmanShaoxing
inception,500.0,16,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
inception,500.0,17,supraventricular tachycardia,0.7927927927927928,ChapmanShaoxing
inception,500.0,18,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
inception,500.0,19,supraventricular tachycardia,0.7666666666666666,ChapmanShaoxing
minirocket,30.0,0,supraventricular tachycardia,0.6853146853146853,ChapmanShaoxing
minirocket,30.0,1,supraventricular tachycardia,0.75,ChapmanShaoxing
minirocket,30.0,2,supraventricular tachycardia,0.7441860465116278,ChapmanShaoxing
minirocket,30.0,3,supraventricular tachycardia,0.6538461538461539,ChapmanShaoxing
minirocket,30.0,4,supraventricular tachycardia,0.7819548872180451,ChapmanShaoxing
minirocket,30.0,5,supraventricular tachycardia,0.6796116504854368,ChapmanShaoxing
minirocket,30.0,6,supraventricular tachycardia,0.7627118644067797,ChapmanShaoxing
minirocket,30.0,7,supraventricular tachycardia,0.819672131147541,ChapmanShaoxing
minirocket,30.0,8,supraventricular tachycardia,0.7027027027027027,ChapmanShaoxing
minirocket,30.0,9,supraventricular tachycardia,0.7559055118110236,ChapmanShaoxing
minirocket,30.0,10,supraventricular tachycardia,0.7894736842105263,ChapmanShaoxing
minirocket,30.0,11,supraventricular tachycardia,0.743362831858407,ChapmanShaoxing
minirocket,30.0,12,supraventricular tachycardia,0.7154471544715446,ChapmanShaoxing
minirocket,30.0,13,supraventricular tachycardia,0.8062015503875968,ChapmanShaoxing
minirocket,30.0,14,supraventricular tachycardia,0.7652173913043478,ChapmanShaoxing
minirocket,30.0,15,supraventricular tachycardia,0.7692307692307693,ChapmanShaoxing
minirocket,30.0,16,supraventricular tachycardia,0.7567567567567568,ChapmanShaoxing
minirocket,30.0,17,supraventricular tachycardia,0.7796610169491526,ChapmanShaoxing
minirocket,30.0,18,supraventricular tachycardia,0.6956521739130433,ChapmanShaoxing
minirocket,30.0,19,supraventricular tachycardia,0.7706422018348624,ChapmanShaoxing
minirocket,50.0,0,supraventricular tachycardia,0.7899159663865546,ChapmanShaoxing
minirocket,50.0,1,supraventricular tachycardia,0.7603305785123967,ChapmanShaoxing
minirocket,50.0,2,supraventricular tachycardia,0.7603305785123967,ChapmanShaoxing
minirocket,50.0,3,supraventricular tachycardia,0.7592592592592592,ChapmanShaoxing
minirocket,50.0,4,supraventricular tachycardia,0.6923076923076923,ChapmanShaoxing
minirocket,50.0,5,supraventricular tachycardia,0.7652173913043478,ChapmanShaoxing
minirocket,50.0,6,supraventricular tachycardia,0.8032786885245902,ChapmanShaoxing
minirocket,50.0,7,supraventricular tachycardia,0.7863247863247863,ChapmanShaoxing
minirocket,50.0,8,supraventricular tachycardia,0.673469387755102,ChapmanShaoxing
minirocket,50.0,9,supraventricular tachycardia,0.7999999999999999,ChapmanShaoxing
minirocket,50.0,10,supraventricular tachycardia,0.7874015748031497,ChapmanShaoxing
minirocket,50.0,11,supraventricular tachycardia,0.7610619469026548,ChapmanShaoxing
minirocket,50.0,12,supraventricular tachycardia,0.793103448275862,ChapmanShaoxing
minirocket,50.0,13,supraventricular tachycardia,0.7938931297709924,ChapmanShaoxing
minirocket,50.0,14,supraventricular tachycardia,0.6972477064220183,ChapmanShaoxing
minirocket,50.0,15,supraventricular tachycardia,0.7868852459016392,ChapmanShaoxing
minirocket,50.0,16,supraventricular tachycardia,0.7079646017699115,ChapmanShaoxing
minirocket,50.0,17,supraventricular tachycardia,0.7692307692307692,ChapmanShaoxing
minirocket,50.0,18,supraventricular tachycardia,0.7967479674796747,ChapmanShaoxing
minirocket,50.0,19,supraventricular tachycardia,0.7768595041322314,ChapmanShaoxing
minirocket,100.0,0,supraventricular tachycardia,0.7666666666666666,ChapmanShaoxing
minirocket,100.0,1,supraventricular tachycardia,0.6122448979591837,ChapmanShaoxing
minirocket,100.0,2,supraventricular tachycardia,0.782608695652174,ChapmanShaoxing
minirocket,100.0,3,supraventricular tachycardia,0.7586206896551724,ChapmanShaoxing
minirocket,100.0,4,supraventricular tachycardia,0.7286821705426356,ChapmanShaoxing
minirocket,100.0,5,supraventricular tachycardia,0.7407407407407407,ChapmanShaoxing
minirocket,100.0,6,supraventricular tachycardia,0.6796116504854368,ChapmanShaoxing
minirocket,100.0,7,supraventricular tachycardia,0.7747747747747747,ChapmanShaoxing
minirocket,100.0,8,supraventricular tachycardia,0.7857142857142857,ChapmanShaoxing
minirocket,100.0,9,supraventricular tachycardia,0.7540983606557377,ChapmanShaoxing
minirocket,100.0,10,supraventricular tachycardia,0.8099173553719008,ChapmanShaoxing
minirocket,100.0,11,supraventricular tachycardia,0.7741935483870968,ChapmanShaoxing
minirocket,100.0,12,supraventricular tachycardia,0.691588785046729,ChapmanShaoxing
minirocket,100.0,13,supraventricular tachycardia,0.7304347826086957,ChapmanShaoxing
minirocket,100.0,14,supraventricular tachycardia,0.8067226890756303,ChapmanShaoxing
minirocket,100.0,15,supraventricular tachycardia,0.7966101694915254,ChapmanShaoxing
minirocket,100.0,16,supraventricular tachycardia,0.823529411764706,ChapmanShaoxing
minirocket,100.0,17,supraventricular tachycardia,0.7047619047619049,ChapmanShaoxing
minirocket,100.0,18,supraventricular tachycardia,0.8034188034188035,ChapmanShaoxing
minirocket,100.0,19,supraventricular tachycardia,0.7476635514018691,ChapmanShaoxing
minirocket,500.0,0,supraventricular tachycardia,0.7719298245614035,ChapmanShaoxing
minirocket,500.0,1,supraventricular tachycardia,0.691588785046729,ChapmanShaoxing
minirocket,500.0,2,supraventricular tachycardia,0.7394957983193277,ChapmanShaoxing
